,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,distance
29800,36.0,4.3,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,19.975808791440553
29801,27.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19.883251553023193
29802,33.0,3.7,Sandstorms,Jam,2,Meal,electric_scooter,,No,Metropolitian,20.442929762531403
29803,36.0,4.6,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,16.60124014646315
29804,29.0,5.0,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,16.38457427842868
29805,23.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,20.851598740030827
29806,31.0,3.5,Sandstorms,Jam,1,Snack,scooter,1.0,Yes,Metropolitian,10.906324614875805
29807,38.0,4.9,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,2.9794969563784846
29808,24.0,4.8,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,6.209021101484128
29809,34.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,9.348206267036693
29810,25.0,4.9,Stormy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,13.829770499629607
29811,39.0,4.7,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,17.297865752893937
29812,25.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,4.5883210856239
29813,31.0,4.1,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,6.232373004458037
29814,23.0,4.1,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,5.95875624214082
29815,23.0,5.0,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,10.86728673493358
29816,22.0,4.5,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,9.077679565380434
29817,29.0,4.5,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,1.5204556869457486
29818,20.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,12.074063090227655
29819,26.0,5.0,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,19.76238225553413
29820,21.0,4.8,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Metropolitian,1.4897806661060058
29821,29.0,4.9,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,1.5725337265584898
29822,22.0,4.9,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20.506907204656162
29823,29.0,4.9,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,4.596951629108698
29824,23.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,7.762596264636645
29825,31.0,4.2,Fog,Jam,2,Meal,motorcycle,0.0,No,Urban,10.757204708475808
29826,36.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,4.560926277678764
29827,29.0,4.7,Cloudy,High,2,Snack,scooter,0.0,No,Metropolitian,1.5525722961642396
29828,36.0,4.2,Cloudy,High,1,Snack,scooter,0.0,No,Metropolitian,3.1210525605262265
29829,29.0,4.7,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,7.660957436614773
29830,38.0,4.6,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,8.93817635317762
29831,35.0,4.5,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,13.582337494248948
29832,21.0,3.5,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,6.218305855562607
29833,36.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,1.5203090502998418
29834,37.0,4.6,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,16.647924695147573
29835,30.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17.297865752893937
29836,36.0,4.9,Sunny,Low,2,Meal,scooter,0.0,No,Urban,4.657619912976363
29837,26.0,4.7,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Urban,3.018716905829333
29838,34.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,7.651068542780796
29839,20.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1.4883284997134965
29840,38.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,12.103166363044753
29841,21.0,4.9,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,12.435005114285289
29842,37.0,4.1,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,1.5581339787952246
29843,37.0,4.3,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,4.610471742654937
29844,30.0,4.7,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,9.080741821863581
29845,29.0,4.7,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,3.116127221552501
29846,33.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16.659903789478086
29847,34.0,4.7,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,,13.828993309211802
29848,35.0,4.7,Stormy,High,1,Meal,motorcycle,1.0,No,Metropolitian,6.210168035725668
29849,34.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1.5125158864592059
29850,33.0,4.7,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,7.790125828510814
29851,28.0,5.0,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,16.60941330771763
29852,38.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,9.327028546505357
29853,,,Cloudy,Low,1,Snack,scooter,0.0,No,,1.5526968770522136
29854,24.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,20.17889371360666
29855,31.0,4.7,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17.137660049134592
29856,34.0,4.1,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,10.586953096729365
29857,28.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,6.208681983990208
29858,25.0,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16.65996319003844
29859,21.0,4.5,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,4.717601091654031
29860,29.0,4.1,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,4.657654936664735
29861,35.0,4.2,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19.910592397098217
29862,35.0,4.6,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,6.146622187499256
29863,36.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,12.58026782216666
29864,37.0,5.0,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,3.0405548225583963
29865,,,,,3,Buffet,motorcycle,0.0,No,Metropolitian,7.659703978759407
29866,37.0,4.4,Cloudy,Jam,2,Drinks,scooter,0.0,No,Urban,12.2363228098626
29867,31.0,4.7,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,5.959032639407112
29868,25.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19.887012835829932
29869,22.0,4.9,Fog,Jam,2,Meal,motorcycle,1.0,No,Urban,10.88090530488491
29870,31.0,4.7,Sunny,Medium,1,Snack,motorcycle,1.0,No,,19.6609439476218
29871,33.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,No,,13.97014466551021
29872,33.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,2.979626519740365
29873,37.0,4.9,Stormy,Jam,2,Meal,motorcycle,1.0,No,Urban,8.929061178880307
29874,27.0,4.6,Sunny,High,1,Buffet,motorcycle,0.0,No,Metropolitian,6.127106344198189
29875,33.0,4.7,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,6.1184711803543115
29876,34.0,5.0,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,4.663544352015065
29877,36.0,4.9,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,7.660692882317049
29878,24.0,4.9,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,9.056109429987274
29879,35.0,4.8,Fog,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,19.6609439476218
29880,27.0,4.7,Fog,Medium,1,Meal,scooter,0.0,No,Urban,7.6486901014184445
29881,22.0,3.3,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,20.555026364170715
29882,32.0,4.9,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,6.081389116626873
29883,25.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,9.088084091848637
29884,28.0,4.7,Windy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,6.117673772769199
29885,39.0,4.7,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,10.757050667084805
29886,26.0,4.7,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,19.887012835829932
29887,21.0,4.5,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16.47629640796362
29888,28.0,5.0,Cloudy,Low,0,Snack,motorcycle,0.0,No,,3.1050835228870928
29889,24.0,4.6,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,13.828140500466104
29890,22.0,4.6,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,20.286495439716045
29891,33.0,5.0,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,20.442929762531403
29892,26.0,4.6,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Urban,10.867258681335587
29893,32.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,19.688413407774192
29894,32.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16.152763009422067
29895,24.0,4.6,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,7.461062764044075
29896,21.0,4.6,Windy,Low,2,Snack,scooter,,No,Urban,1.5525607674149753
29897,31.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,14.021756535107778
29898,31.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,7.6480806286636005
29899,26.0,4.9,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,7.76260589030177
29900,26.0,4.6,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,7.573435920075197
29901,22.0,4.4,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,11.916994721377764
29902,32.0,4.7,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,4.5893451149877675
29903,32.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,12.07439552546008
29904,39.0,4.6,Stormy,High,2,Buffet,electric_scooter,,No,Metropolitian,6.209532713867002
29905,33.0,3.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,11.719161130985865
29906,35.0,5.0,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,19.62041929654211
29907,22.0,4.6,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,1.5294972184813194
29908,39.0,4.5,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,10.755502959425906
29909,32.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,20.50604375852337
29910,29.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,13.786698988770876
29911,33.0,4.5,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Urban,4.4684124408860795
29912,26.0,4.8,Stormy,Low,1,Snack,scooter,1.0,No,Urban,1.5203565935335823
29913,30.0,4.5,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,3.11624199235041
29914,20.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,17.07269000031743
29915,26.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20.177913041350532
29916,39.0,4.8,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,12.58026782216666
29917,20.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,6.210045163086574
29918,34.0,3.5,Fog,Low,2,Drinks,motorcycle,2.0,No,Urban,19.36253000107676
29919,35.0,4.9,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,7.761160094214897
29920,23.0,4.8,Fog,Low,0,Drinks,motorcycle,,No,Metropolitian,1.5581148485869056
29921,30.0,5.0,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,4.528570753833522
29922,23.0,4.7,Sandstorms,Medium,1,Drinks,motorcycle,,No,Metropolitian,9.26294325051561
29923,30.0,4.4,Stormy,Jam,1,Drinks,motorcycle,2.0,No,Urban,13.788480752443377
29924,23.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19.6609439476218
29925,20.0,4.6,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,5.958847028204556
29926,25.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,13.788581570197586
29927,29.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,Urban,7.762944133651041
29928,21.0,4.7,Fog,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,3.0644047281382125
29929,24.0,4.2,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,20.206901465516598
29930,25.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,20.180811280907072
29931,31.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,1.552345735452663
29932,32.0,4.6,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,1.5204704530897633
29933,20.0,4.6,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,12.080074675279135
29934,20.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,16.72129600978426
29935,30.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,9.121136119042733
29936,22.0,4.6,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,10.255071075542622
29937,38.0,4.7,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,3.11624199235041
29938,20.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,4.6741721238665574
29939,33.0,4.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,4.596477246435285
29940,25.0,4.5,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,7.790156595759674
29941,21.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,3.116172922575739
29942,24.0,4.6,Sandstorms,Low,1,Meal,scooter,0.0,No,,1.5126978093478265
29943,23.0,5.0,Windy,Jam,1,Meal,scooter,0.0,No,Urban,12.43523852349735
29944,35.0,4.5,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,1.5368285425757406
29945,21.0,4.8,Fog,High,2,Meal,scooter,0.0,No,Metropolitian,3.1047992389654704
29946,34.0,4.0,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,11.919595217625693
29947,33.0,4.6,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,4.46931031973611
29948,32.0,4.7,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,7.790314135648433
29949,39.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,16.819856608078997
29950,38.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,4.537543599209553
29951,35.0,4.8,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,6.232403352119182
29952,28.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,3.018716905829333
29953,20.0,4.9,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,10.880731284474216
29954,31.0,4.6,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,19.974568469354658
29955,30.0,4.0,Stormy,Jam,0,Buffet,motorcycle,1.0,Yes,Semi-Urban,10.868838189917042
29956,36.0,3.9,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,12.116559162592038
29957,,,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,3.064335146614717
29958,22.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1.552697441199914
29959,22.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,19.916274899799546
29960,36.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Urban,2.9765895291739857
29961,25.0,4.5,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,3.1450674354101187
29962,24.0,4.6,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,13.611585111828559
29963,26.0,4.8,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,3.064510472243238
29964,30.0,4.8,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,4.527997212189833
29965,22.0,4.6,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,13.788747286135335
29966,33.0,4.6,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,10.756697878907259
29967,32.0,4.4,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,1.5126859728415616
29968,27.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,3.0527012039931756
29969,39.0,4.7,Stormy,Low,2,Meal,scooter,1.0,No,Urban,7.546361143039469
29970,31.0,4.6,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,16.991786296876498
29971,20.0,4.9,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,4.469157678704573
29972,35.0,4.6,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,1.5147927329377604
29973,,,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,1.489828584432859
29974,27.0,4.8,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,6.050033592408317
29975,26.0,4.6,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,16.64732183076882
29976,22.0,4.9,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,20.181263916560216
29977,21.0,4.7,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,19.760798007032676
29978,20.0,4.9,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,1.5524082339641314
29979,,,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,2.9962420088997117
29980,20.0,4.9,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,19.894269594419743
29981,27.0,4.6,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,12.16242827255971
29982,29.0,4.5,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,3.109059105172104
29983,35.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,7.762547474520606
29984,22.0,4.7,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,16.60124014646315
29985,,,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,6.232373004458037
29986,26.0,4.6,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,6.08110848446664
29987,33.0,4.1,Sandstorms,Jam,1,Buffet,scooter,2.0,No,Metropolitian,13.630903236388264
29988,30.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,10.586484616110663
29989,38.0,3.7,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16.601046189384473
29990,22.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,3.1450674354101187
29991,34.0,4.0,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,9.220147515100315
29992,27.0,4.7,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,9.31574510599364
29993,37.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,4.579048174393855
29994,33.0,4.7,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,9.220550607504665
29995,23.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,7.600983953794711
29996,33.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,11.916705004855928
29997,37.0,5.0,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,16.60143304768203
29998,22.0,4.1,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,19.362541804306108
29999,32.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,,1.554508646587639
30000,27.0,4.8,Sunny,High,1,Drinks,motorcycle,0.0,No,Urban,1.5725337265584898
30001,30.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,17.137879924166842
30002,35.0,4.2,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,13.787860239228515
30003,38.0,4.3,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,13.612451541468845
30004,28.0,4.4,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,3.05936345549117
30005,23.0,4.8,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,16.15288908351557
30006,28.0,4.5,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,3.0295127519230602
30007,38.0,4.3,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,12.58026782216666
30008,29.0,4.5,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,16.902955539469453
30009,,,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,5.959266895870589
30010,29.0,4.9,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,10.641051309792738
30011,36.0,4.7,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,1.512473616896366
30012,29.0,4.5,Cloudy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,1.5725337265584898
30013,34.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,,3.0253773223034064
30014,23.0,4.6,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,3.116127221552501
30015,29.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,7.772282029685755
30016,36.0,4.2,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,7.448363764287324
30017,,,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,13.681485556947163
30018,39.0,4.7,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,3.0260961986578945
30019,35.0,4.7,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,20.442929762531403
30020,25.0,4.7,Cloudy,High,1,Snack,motorcycle,0.0,No,Metropolitian,6.04975791884597
30021,22.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,3.1050491919311813
30022,28.0,4.8,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,11.983656937848327
30023,32.0,4.5,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,12.463888116526011
30024,26.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,1.5368293093013894
30025,20.0,4.7,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,3.040570257919934
30026,31.0,4.1,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,19.625087985439745
30027,31.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,9.074377511218392
30028,29.0,4.6,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,12.435806040948572
30029,29.0,4.6,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,9.314965469003848
30030,31.0,4.9,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,3.073782598788473
30031,33.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,10.569528654839653
30032,33.0,4.4,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,4.66364460647327
30033,32.0,3.8,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,20.25296785008508
30034,25.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,12.419803336908602
30035,23.0,4.3,Fog,Jam,1,Meal,scooter,2.0,Yes,Metropolitian,10.64140776302763
30036,39.0,4.4,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,11.916990180332599
30037,38.0,4.6,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,9.122100805284978
30038,26.0,4.6,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,19.619011975962692
30039,28.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,1.558073929108774
30040,31.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,14.044732915951283
30041,32.0,4.7,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,4.595940523632502
30042,35.0,4.4,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,16.659903789478086
30043,36.0,4.6,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,1.5293087710297812
30044,29.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,11.914594077095886
30045,27.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,10.705468478335929
30046,32.0,4.6,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,4.658182487904221
30047,21.0,4.6,Sandstorms,Jam,2,Buffet,motorcycle,,No,Metropolitian,7.325601106709164
30048,,,,,3,Snack,scooter,0.0,No,Metropolitian,9.326827803082512
30049,26.0,4.0,Cloudy,Jam,1,Meal,scooter,1.0,Yes,Urban,20.178916924752546
30050,38.0,5.0,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,16.659974055055216
30051,26.0,4.6,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,19.627213905770876
30052,29.0,4.5,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,12.074377561824095
30053,34.0,4.7,Fog,High,0,Drinks,motorcycle,1.0,No,Urban,5.99226133956302
30054,26.0,3.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Semi-Urban,9.314965469003848
30055,36.0,4.3,Sandstorms,Jam,1,Drinks,scooter,1.0,Yes,Metropolitian,20.179849220540632
30056,20.0,3.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,9.19295116676508
30057,26.0,4.5,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,7.54640142152957
30058,37.0,5.0,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,9.178605956722741
30059,20.0,4.9,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,19.762371983681753
30060,32.0,4.0,Fog,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,19.91558571344517
30061,23.0,4.7,Fog,Jam,0,Snack,motorcycle,2.0,No,Urban,17.077992872142435
30062,20.0,4.8,Fog,Low,2,Buffet,motorcycle,1.0,No,Urban,1.5322236077443459
30063,21.0,4.7,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,10.641925519238605
30064,26.0,4.9,Fog,Medium,0,Drinks,motorcycle,0.0,No,Urban,6.0375291764930346
30065,29.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,12.256574292837632
30066,37.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,10.88143182290501
30067,36.0,4.5,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,1.5725337265584898
30068,28.0,4.8,Cloudy,High,2,Meal,motorcycle,0.0,No,Metropolitian,3.104782361698969
